date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2014-09-30,100.81,101.54,100.53,100.75,55264139,0.589,0.64%,92.799,5582524354.02,234942
2014-09-29,98.65,100.435,98.63,100.11,49766312,-0.589,-0.64%,92.2095,4969311073.17,220220
2014-09-26,98.53,100.75,98.40,100.75,62370501,2.653,2.94%,92.799,6231079434.31,284702
2014-09-25,100.51,100.71,97.72,97.87,100091990,-3.574,-3.81%,90.1463,9884197316.63,490936
2014-09-24,102.16,102.85,101.20,101.75,60171828,-0.82,-0.87%,93.7201,6128821036.61,262643
2014-09-23,100.60,102.94,100.54,102.64,63402196,1.455,1.56%,94.5399,6485732838.80,274837
2014-09-22,101.80,102.14,100.58,101.06,52788426,0.092,0.10%,93.0846,5340092905.11,253586
2014-09-19,102.29,102.35,100.88,100.96,70902406,-0.764,-0.82%,92.9925,7213948494.60,234119
2014-09-18,101.93,102.35,101.56,101.79,37299435,0.193,0.21%,93.757,3803723162.51,181819
2014-09-17,101.27,101.80,100.5922,101.58,60926498,0.663,0.71%,93.5635,6172900355.37,279091
2014-09-16,99.80,101.26,98.89,100.86,66908133,-0.709,-0.76%,92.9003,6705349024.99,319333
2014-09-15,102.81,103.05,101.44,101.63,61316516,-0.028,-0.03%,93.6096,6261640283.89,281492
2014-09-12,101.21,102.19,101.08,101.66,64096903,0.212,0.23%,93.6372,6517618331.79,273029
2014-09-11,100.41,101.44,99.62,101.43,62399743,0.396,0.43%,93.4254,6267797347.01,268808
2014-09-10,98.01,101.11,97.76,101.00,100869587,2.772,3.07%,93.0293,10044991101.37,430144
2014-09-09,99.08,103.08,96.14,97.99,189846255,-0.341,-0.38%,90.2568,18937522176.13,899681
2014-09-08,99.30,99.31,98.05,98.36,46356742,-0.562,-0.62%,90.5976,4572122027.19,230672
2014-09-05,98.80,99.39,98.31,98.97,58457035,0.783,0.87%,91.1595,5778874657.65,265733
2014-09-04,98.85,100.09,97.79,98.12,85718221,-0.755,-0.83%,90.3766,8486127194.36,421941
2014-09-03,103.10,103.20,98.58,98.94,125420521,-4.016,-4.22%,91.1319,12541243890.16,637354
2014-09-02,103.06,103.74,102.72,103.30,53564262,0.737,0.78%,95.1478,5533273378.21,238764
2014-08-29,102.86,102.90,102.20,102.50,44595247,0.23,0.24%,94.4109,4571495873.22,176554
2014-08-28,101.59,102.78,101.56,102.25,68459801,0.111,0.12%,94.1807,7007253660.07,207659
2014-08-27,101.02,102.57,100.70,102.13,52369011,1.143,1.23%,94.0701,5328111368.55,214107
2014-08-26,101.42,101.50,100.86,100.889,33151984,-0.60,-0.64%,92.9271,3352441869.26,180098
2014-08-25,101.79,102.17,101.28,101.54,40270173,0.203,0.22%,93.5267,4098361549.29,184676
2014-08-22,100.29,101.47,100.19,101.32,44183834,0.682,0.74%,93.324,4465936781.55,206059
2014-08-21,100.57,100.94,100.11,100.58,33478198,0.009,0.01%,92.6424,3366294944.44,163473
